ID,Название,Регион,Район,Город,Район города,Адрес,Индекс,Телефон,Мобильный телефон,Email,Сайт,Рубрика,Подрубрика,Рейтинг,Кол-во отзывов,Кол-во оценок,whatsapp,telegram,vkontakte,Широта,Долгота
70000001018370479,"Строймаг, магазин строительных инструментов",Москва,,Москва,Хорошёво-Мнёвники район,"улица Генерала Глаголева, 19",123103,+7 (499) 661‒91‒03,,,,"Инструмент, Промышленное оборудование, Садово-хозяйственные товары, Сантехническое оборудование, Строительные материалы / конструкции","Бензоинструмент, Гидроизоляционные материалы, ДСП / ДВП / Фанера, Измерительный инструмент, Кирпич, Насосное оборудование, Садовый инвентарь, Сантехника, Системы водоотведения, Строительные блоки, Стройматериалы, Сухие строительные смеси, Теплоизоляционные материалы, Товары для отопления / водоснабжения / канализации, Цемент, Электроинструмент","4,5",12,21,,,https://vk.com/stroimag_info,55.784914,37.463105
70000001018742718,"Клинкерстоун, торговая компания",Москва,Ленинский городской округ,Москва,,"МКАД 25 километр, вл1",142715,+7 (495) 506‒46‒60,"+7‒925‒922‒28‒88, +7‒993‒258‒96‒90",info@klinkerstone.ru,http://klinkerstone.ru,"Отделочные материалы, Строительные материалы / конструкции","Декоративные отделочные элементы и материалы, Кирпич, Облицовочный камень, Тротуарная плитка, Фасадные материалы / конструкции",5,3,4,+79255064660,https://t.me/+79255064660,,55.582905,37.710785
70000001018798661,"Время строить, интернет-магазин",Москва,,Москва,Хорошёвский район,"5-я Магистральная улица, 10а",123007,"+7 (495) 922‒73‒74, +7 (499) 136‒83‒33",,info@timestroy.moscow,http://timestroy.moscow,"Инструмент, Отделочные материалы, Садово-хозяйственные товары, Сантехническое оборудование, Строительные материалы / конструкции","Входные двери, Герметики / Клеи, Гидроизоляционные материалы, Гипсокартон, Декоративные отделочные элементы и материалы, ДСП / ДВП / Фанера, Звукоизоляционные материалы, Измерительный инструмент, Керамическая плитка, Керамогранит, Кирпич, Комплектующие для дверей, Крепёж, Кровельные материалы, Лаки / Краски, Малярный инструмент, Межкомнатные двери, Металлорежущий инструмент, Обои, Отделочные материалы, Подвесные потолки, Садовый инвентарь, Сантехника, Слесарно-монтажный инструмент, Стекломагнезитовые листы, Стеновые панели, Стройматериалы, Сухие строительные смеси, Сэндвич-панели, Теплоизоляционные материалы, Тротуарная плитка, Цемент, Электроинструмент","4,9",59,61,+79031368333,https://t.me/+79031368333,https://vk.com/timestroy_moscow,55.772448,37.527596
70000001019997404,"Рионкров, торгово-строительная компания",Москва,,Зеленоград,Матушкино район,"2-й Западный проезд, 1 ст1",124460,+7 (495) 150‒05‒59,"+7‒915‒150‒88‒00, +7‒916‒683‒89‒63",info@rionkrov.ru,http://rionkrov.ru,"Мебель, Отделочные материалы, Предметы интерьера / экстерьера, Строительные / монтажные работы, Строительные материалы / конструкции","Гидроизоляционные материалы, Декоративные отделочные элементы и материалы, Заборы / Ограждения, Изделия из камня для помещений, Интерьерные лестницы, Керамическая плитка, Керамогранит, Кирпич, Кровельные материалы, Кровельные работы, Напольные покрытия, Облицовочный камень, Отделочные материалы, Системы водоотведения, Стройматериалы, Сухие строительные смеси, Теплоизоляционные материалы, Тротуарная плитка, Фасадные материалы / конструкции, Фасадные работы, Чердачные лестницы","4,1",1,2,"+79151508800, +79166838963",,,56.007359,37.196183
70000001020114984,"Москерам, торговая компания",Москва,,Москва,Хорошёво-Мнёвники район,"проспект Маршала Жукова, 4",123308,"+7 (495) 268‒06‒41, 8‒800‒555‒44‒33",,"77@moskeram.ru, 90@moskeram.ru, 97@moskeram.ru, 99@moskeram.ru, akononchuk@moskeram.ru, amenshikov@moskeram.ru, ashulgina@moskeram.ru, dkovalev@moskeram.ru, info@moskeram.ru, iskvortsov@moskeram.ru, mgromova@moskeram.ru, olitvinov@moskeram.ru, sgorbachev@moskeram.ru",http://moskeram.ru,"Отделочные материалы, Строительные материалы / конструкции","Кирпич, Кровельные материалы, Облицовочный камень, Строительные блоки, Сухие строительные смеси",,,,,,https://vk.com/moskeram_ru,55.776888,37.502136
70000001020202071,Магазин красок и отделочных материалов,Москва,,Москва,Северный район,"Дмитровское шоссе, 165 к1",127495,,+7‒903‒295‒55‒60,"ckregionstroy@yandex.ru, info@timeweb.ru, svtorg2000@mail.ru",http://svtorg.ru,"Инструмент, Отделочные материалы, Сантехническое оборудование, Строительные материалы / конструкции","Герметики / Клеи, Гипсокартон, Декоративные отделочные элементы и материалы, Кирпич, Кровельные материалы, Лаки / Краски, Малярный инструмент, Сантехника, Стройматериалы, Сухие строительные смеси",3,2,3,"+79032955560, +79263305354",,,55.914353,37.538682
70000001020568278,"Ск союз, торгово-строительная компания",Москва,,Москва,Митино район,"Муравская улица, 1",125310,+7 (495) 403‒33‒12,+7‒985‒835‒19‒00,info@sknerud.ru,http://sknerud.ru,"Отделочные материалы, Строительные материалы / конструкции","Гипсокартон, ДСП / ДВП / Фанера, Керамическая плитка, Кирпич, Лаки / Краски, Напольные покрытия, Обои, Стеновые панели, Стройматериалы, Сухие строительные смеси, Сэндвич-панели",,,,+79858351900,,,55.861048,37.361412
70000001020630308,"ViraShop, офис",Москва,,Москва,Хорошёво-Мнёвники район,"улица Берзарина, 23",123154,"+7 (495) 106‒15‒32, +7 (495) 135‒06‒07, +7 (495) 730‒01‒98, 8‒800‒100‒06‒53",,"help@vira.ru, info@acquiropay.com, market@vira.ru","http://www.shopvira.ru, http://www.virashop.ru","Отделочные материалы, Строительные материалы / конструкции","Герметики / Клеи, Гидроизоляционные материалы, Гипсокартон, Керамогранит, Кирпич, Лаки / Краски, Обои, Отделочные материалы, Стройматериалы, Сухие строительные смеси",5,122,124,,,https://vk.com/virashopru,55.788106,37.472469
70000001020865686,"Цемконтракт, торговая компания",Москва,,Москва,Коньково район,"улица Бутлерова, 17Б",117342,+7 (495) 369‒30‒47,"+7‒917‒585‒89‒99, +7‒963‒717‒57‒67",,,Строительные материалы / конструкции,"Бетон / Раствор, Железобетонные изделия, Кирпич, Сухие строительные смеси, Цемент",,,,"+79175858999, +79637175767",,,55.648021,37.540814
70000001021193152,"Ампира, офис",Москва,,Москва,Нагорный район,"Варшавское шоссе, 42",115230,+7 (495) 646‒98‒31,,"admin@centro-snab.ru, ampira@tdampira.ru, ampira@tkampira.ru","http://tdampira.ru, http://tkampira.ru","Отделочные материалы, Строительные материалы / конструкции","ДСП / ДВП / Фанера, Кирпич, Отделочные материалы, Песок / Щебень, Стройматериалы, Теплоизоляционные материалы, Цемент",,,,,,https://vk.com/public194304693,55.676075,37.62527
70000001021582582,"ФуллМастерОк, строительный магазин",Москва,,,Сосенское поселение,"улица Липовый парк, 6",108801,+7 (499) 688‒68‒76,,"masterok.shop@mail.ru, shop.masterok@yandex.ru",http://masterok.shop,"Отделочные материалы, Сантехническое оборудование, Строительные материалы / конструкции","Гидроизоляционные материалы, Кирпич, Крепёж, Лаки / Краски, Сантехника, Стройматериалы, Сухие строительные смеси, Фасадные материалы / конструкции","4,1",9,18,,,,55.569408,37.489989
70000001022950632,"Старинный дворик, торговый склад",Москва,,Москва,Кунцево район,"Молодогвардейская улица, 65 ст3",121351,+7 (495) 928‒98‒88,,info@starinnyy-dvorik.ru,http://starinnyy-dvorik.ru,"Отделочные материалы, Строительные материалы / конструкции","Кирпич, Облицовочный камень",,,,,,https://vk.com/starinnyy_dvorik,55.732538,37.384492
70000001023387465,"Континент, торговая компания",Москва,,Москва,Бабушкинский район,"улица Искры, 17а",129344,+7 (495) 500‒64‒05,+7‒925‒875‒90‒37,"9800417@mail.ru, zakaz@kirpich-nf.ru, zakaz@kladochnye-smesi.ru","http://kirpich-nf.ru, http://kladochnye-smesi.ru",Строительные материалы / конструкции,"Кирпич, Кровельные материалы, Строительные блоки, Сухие строительные смеси, Фасадные материалы / конструкции",,,,"+79255006405, +79258759037",,https://vk.com/public81031837,55.862451,37.658866
70000001023757003,"Стандарт-Ресурс, интернет-магазин строительных материалов",Москва,,Москва,,,,+7 (495) 749‒85‒35,+7‒919‒997‒90‒20,stanres@mail.ru,http://www.standart-resurs.ru,"Отделочные материалы, Строительные материалы / конструкции","Бетон / Раствор, Герметики / Клеи, Гидроизоляционные материалы, Гипсокартон, Кирпич, Крепёж, Пиломатериалы / Лесоматериалы, Строительные блоки, Стройматериалы, Сухие строительные смеси, Цемент",,,,,,,,
70000001024514868,"Фаворит, компания",Москва,,Москва,Северный район,"бульвар Академика Ландау, 3",127495,+7 (495) 660‒23‒82,+7‒903‒117‒86‒60,6602382@mail.ru,http://www.favoritblock.ru,Строительные материалы / конструкции,"Кирпич, Строительные блоки",,,,,,,55.920341,37.553042
70000001024859949,"ЖБИ-Центр, торговая компания",Москва,,Москва,Дмитровский район,"Дмитровское шоссе, 157 ст12",127411,+7 (495) 973‒12‒35,,,http://gbi-centr.ru,Строительные материалы / конструкции,"Железобетонные изделия, Кирпич, Песок / Щебень, Сухие строительные смеси, Цемент",,,,,,,55.898914,37.540354
70000001024907654,"Имперский кирпичъ, торговая компания",Москва,,Москва,Печатники район,"Угрешская улица, 26 ст1",115088,+7 (495) 645‒90‒68,,info@ibrick.ru,http://www.rrbrick.ru,"Строительные материалы / конструкции, Строительство зданий / сооружений","Кирпич, Ремонт зданий, Фасадные материалы / конструкции",5,3,3,,,,55.718341,37.702491
70000001024934939,"ТоргСтройМат, интернет-магазин",Москва,,,Сосенское поселение,"Логистический центр Славянский Мир, к4",108820,+7 (495) 740‒50‒52,+7‒916‒222‒72‒79,zakaz@torgstroymat.ru,http://torgstroymat.ru,"Инструмент, Металлы, Оборудование для сферы услуг, Отделочные материалы, Сантехническое оборудование, Строительные / монтажные работы, Строительные материалы / конструкции","Асбестотехническая продукция, Герметики / Клеи, Гидроизоляционные материалы, Гипсокартон, ДСП / ДВП / Фанера, Звукоизоляционные материалы, Кирпич, Клининговое оборудование, Крепёж, Лаки / Краски, Малярный инструмент, Металлоизделия, Нержавеющий металлопрокат, Огнезащитные материалы, Перегородки, Песок / Щебень, Погонажные изделия, Распиловка древесины, Ремонт / укладка напольных покрытий, Сантехника, Стройматериалы, Сухие строительные смеси, Теплоизоляционные материалы, Фасадные материалы / конструкции, Цемент, Чёрный металлопрокат",,,1,+79162227279,https://t.me/oootsm41,,55.625089,37.465526
70000001025090305,"Клинкер.ру, компания",Москва,,Москва,Аэропорт район,"Кочновский проезд, 4 к1",125319,+7 (495) 255‒07‒57,,"info@td-klinker.ru, zakaz@td-klinker.ru",http://td-klinker.ru,"Отделочные материалы, Строительные материалы / конструкции","Керамическая плитка, Кирпич, Тротуарная плитка, Фасадные материалы / конструкции",,,,,,https://vk.com/public127604491,55.806347,37.541957
70000001025456110,"Стройхолдинг, интернет-магазин",Москва,,Москва,Савёловский район,"Вятская улица, 49 ст1",127015,"+7 (495) 104‒37‒13, +7 (495) 988‒86‒47, +7 (499) 150‒12‒98",,"24@payler.ru, sales@stroyholding.ru",http://stroyholding.ru,"Инструмент, Металлы, Отделочные материалы, Строительные материалы / конструкции, Электротехника","Абразивный инструмент, Герметики / Клеи, Гидроизоляционные материалы, Гипсокартон, ДСП / ДВП / Фанера, Кабель / Провод, Керамическая плитка, Кирпич, Крепёж, Лаки / Краски, Малярный инструмент, Металлоизделия, Песок / Щебень, Строительные блоки, Стройматериалы, Сухие строительные смеси, Теплоизоляционные материалы, Электроустановочная продукция",5,1,1,,https://t.me/stroyholding77,https://vk.com/stroyholding.moscow,55.804941,37.580477
70000001025578454,"Dolston, кирпичный завод",Москва,,Москва,Щукино район,"улица Берзарина, 36 ст2",123060,"+7 (495) 380‒08‒06, +7 (495) 380‒08‒62",,,http://dolston.ru,"Отделочные материалы, Строительные материалы / конструкции","Кирпич, Облицовочный камень, Фасадные материалы / конструкции",1,1,1,,,,55.790455,37.467386
70000001025626898,"Стройкомплект, компания по продаже строительных материалов",Москва,,Москва,Обручевский район,"Миклухо-Маклая улица, вл8 ст3",117198,"+7 (495) 120‒10‒29, +7 (495) 150‒05‒25, +7 (499) 322‒10‒29, 8‒800‒707‒51‒21","+7‒916‒600‒01‒31, +7‒919‒761‒04‒21","db@strd.ru, dmd@strd.ru, dmi@strd.ru, dp@strd.ru, go@strd.ru, info@strd.ru, is@strd.ru, ivan@gmail.com, kaluga@strd.ru, kd@strd.ru, kl@strd.ru, klin@strd.ru, ks@strd.ru, mk@strd.ru, ml@strd.ru, moj@strd.ru, ms@strd.ru, mt@strd.ru, mv@strd.ru, nn@strd.ru, no@strd.ru, ob@strd.ru, ra@strd.ru, ram@strd.ru, sa@strd.ru, sch@strd.ru, sh@strd.ru, sk137@strd.ru, sk157@strd.ru, sk19@strd.ru, sk197@strd.ru, sk23@strd.ru, sk93@strd.ru, so@strd.ru, sp@strd.ru, spb@strd.ru, su@strd.ru, tl@strd.ru, tv@strd.ru, vi@strd.ru, vs@strd.ru, zl@strd.ru",http://strd.ru,"Отделочные материалы, Строительные материалы / конструкции","Гидроизоляционные материалы, ДСП / ДВП / Фанера, Железобетонные изделия, Заборы / Ограждения, Звукоизоляционные материалы, Кирпич, Кровельные материалы, Оргстекло / Поликарбонат, Пиломатериалы / Лесоматериалы, Строительные блоки, Стройматериалы, Сухие строительные смеси, Сэндвич-панели, Теплоизоляционные материалы, Тротуарная плитка, Фасадные материалы / конструкции",1,1,1,"+79166000131, +79197610421, +79262064502",https://t.me/strdru,,55.648309,37.502332
70000001025878556,"Кирпичи для дома, магазин",Москва,,Москва,Сосенское поселение,"улица Адмирала Корнилова, вл23Б",108802,+7 (495) 008‒35‒78,,info@kirpich-dlya-doma.ru,http://kirpich-dlya-doma.ru,Строительные материалы / конструкции,Кирпич,,,,+79163524041,,,55.60552,37.452033
70000001025890541,"Гк Стройхолдинг, компания",Москва,,Москва,Чертаново Центральное район,"1-й Дорожный проезд, 9",117545,,+7‒903‒795‒58‒07,gksh777@bk.ru,http://gksh777.ru,"Грузоперевозки / Транспортные услуги, Строительные материалы / конструкции","Аренда спецтехники, Кирпич, Материалы для дорожного строительства, Песок / Щебень",,,,,,,55.614135,37.625777
70000001025999282,Магазин цемента,Москва,,,Вороновское поселение,"деревня Бабенки, 1 ст5",108830,,+7‒906‒099‒22‒00,,,"Садово-хозяйственные товары, Сантехническое оборудование, Строительные материалы / конструкции","Биотопливо, Кирпич, Оборудование для очистки воды, Строительные блоки, Стройматериалы, Сухие строительные смеси, Теплоизоляционные материалы, Цемент",,,,+79260293530,,,55.352481,37.181976
70000001026051606,"Металлинтерторг, компания",Москва,,,Сосенское поселение,"Московская улица, 10",108811,+7 (495) 504‒79‒74,+7‒906‒049‒81‒11,metallintertorg@bk.ru,,Строительные материалы / конструкции,"Кирпич, Кровельные материалы, Тротуарная плитка",,,,+79255047974,,,55.623908,37.437312
70000001026617037,"Кирпич.ру, торговая компания",Москва,Ленинский городской округ,Москва,,"МКАД 25 километр, вл4",142715,+7 (495) 480‒78‒45,,"buh@kirpich.ru, kirpich@kirpich.ru, marketing@kirpich.ru","http://kirpich.ru, http://t.me/kirpichru_msk",Строительные материалы / конструкции,"Железобетонные изделия, Кирпич, Строительные блоки, Стройматериалы, Сухие строительные смеси, Тротуарная плитка, Фасадные материалы / конструкции","4,8",20,20,,,https://vk.com/kirpich__ru,55.581706,37.711729
70000001026779924,"Декоратор, торгово-строительная компания",Москва,,Москва,Котловка район,"Нахимовский проспект, 24 ст1",117218,"+7 (495) 120‒30‒97, +7 (495) 540‒53‒77, +7 (495) 929‒70‒30, 8‒800‒500‒48‒53","+7‒926‒350‒81‒03, +7‒926‒500‒44‒40",info@decorator.shop,http://decorator.shop,"Архитектура / Проектирование / Дизайн, Инструмент, Металлы, Отделочные материалы, Строительные / монтажные работы, Строительные материалы / конструкции, Химия / Вторсырьё","Гидроизоляционные материалы, Декоративные отделочные элементы и материалы, Дизайн интерьеров, Керамическая плитка, Кирпич, Кровельные материалы, Металлоизделия, Напольные покрытия, Облицовочный камень, Промышленная химия, Профессиональная химия, Ремонт помещений, Системы водоотведения, Слесарно-монтажный инструмент, Строительные блоки, Стройматериалы, Сухие строительные смеси, Тротуарная плитка, Фасадные материалы / конструкции",5,9,9,"+79175544440, +79263508103, +79265004440",https://t.me/+79265004440,https://vk.com/decorator.shop,55.671738,37.585118
70000001027055056,"Аспект Снаб, группа компаний",Москва,,Москва,Солнцево район,"22 километр Киевское шоссе, 4 ст2 к В",108811,+7 (495) 545‒21‒38,,"aspect.snab@gmail.com, info@as-snab.ru","http://as-snab.ru, http://jivo.chat/OueLoPyC4O","Отделочные материалы, Строительные материалы / конструкции","Гидроизоляционные материалы, Гипсокартон, ДСП / ДВП / Фанера, Железобетонные изделия, Кирпич, Кровельные материалы, Отделочные материалы, Строительные блоки, Стройматериалы, Сухие строительные смеси, Теплоизоляционные материалы, Фасадные материалы / конструкции",,,,,,,55.634378,37.43877
70000001027831837,"Лемана Про, гипермаркет строительных материалов",Москва,,Москва,Ново-Переделкино район,"2 квартал, 1 ст1",108811,8‒800‒700‒00‒99,,offer@leroymerlin.ru,"http://lemanapro.ru, http://max.ru/lemanapro, http://t.me/lemanapro","Бытовые услуги, Инструмент, Климатическое оборудование, Материалы для производства мебели, Мебель, Отделочные материалы, Охрана / Безопасность, Предметы интерьера / экстерьера, Промышленное оборудование, Садово-хозяйственные товары, Сантехническое оборудование, Спецмагазины, Средства связи, Строительное оборудование и техника, Строительные материалы / конструкции, Текстиль, Электротехника","Абразивный инструмент, Автоматические ворота / шлагбаумы, Антенны, Бетон / Раствор, Вентиляционное / тепловое оборудование, Входные двери, Герметики / Клеи, Гидроизоляционные материалы, Гипсокартон, Декоративные отделочные элементы и материалы, Деревообрабатывающий инструмент, Домашний текстиль, Домофоны, ДСП / ДВП / Фанера, Жалюзи, Заборы / Ограждения, Замки / Скобяные изделия, Звукоизоляционные материалы, Измерительный инструмент, Интерьерные лестницы, Кабель / Провод, Карнизы, Керамическая плитка, Керамические изделия, Керамогранит, Кирпич, Комплектующие для дверей, Комплектующие для окон, Кондиционеры, Котельное оборудование, Кровельные материалы, Лаки / Краски, ЛДСП / ДВПО / МДФ, Малярный инструмент, Мебель для ванных комнат, Мебель для кухни, Мебельные фасады, Межкомнатные двери, Металлорежущий инструмент, Напольные покрытия, Насосное оборудование, Новогодние товары, Облицовочный камень, Обои, Окна, Оргстекло / Поликарбонат, Отделочные материалы, Охранные системы, Пиломатериалы / Лесоматериалы, Подвесные потолки, Портьерные ткани / Шторы, Пункты приёма, Рольставни, Садово-парковая мебель, Садовый инвентарь, Сантехника, Светотехника, Сейфы, Семена / Посадочный материал, Системы водоотведения, Слесарно-монтажный инструмент, Стекло / Зеркала, Стеновые панели, Строительное оборудование, Строительные блоки, Строительные гипермаркеты, Стройматериалы, Сухие строительные смеси, Теплоизоляционные материалы, Тёплые полы, Товары для отопления / водоснабжения / канализации, Тротуарная плитка, Фасадные материалы / конструкции, Хозтовары, Цемент, Электроизоляционные материалы, Электроинструмент, Электронагревательное оборудование, Электротехника, Электроустановочная продукция, Элементы питания","4,4",200,762,,https://t.me/lemanapro,https://vk.com/lemanapro,55.621336,37.390171
70000001027917488,"Артего-Строй, оптовая компания",Москва,,Москва,Черёмушки район,"Научный проезд, 19",117246,"+7 (495) 664‒22‒61, +7 (495) 668‒07‒83, +7 (499) 350‒02‒93, +7 (499) 681‒41‒36",,"info@artego-stroy.ru, mkk@artego-stroy.ru, zakaz@artego-stroy.ru, zakaz+287891@artego-stroy.ru, zakaz+340698@artego-stroy.ru","http://artego-stroy.ru, http://stroimaterialy-optom.ru",Строительные материалы / конструкции,"Вторичные стройматериалы, Кирпич, Кровельные материалы, Стройматериалы, Сухие строительные смеси",5,2,2,,,,55.653234,37.553763
70000001028169991,"СтройДоставка, магазин строительных материалов",Москва,,Москва,Сосенское поселение,"улица Адмирала Корнилова, 37 ст1",108802,,"+7‒916‒257‒40‒93, +7‒977‒858‒40‒89",zakaz@stroidost.ru,http://stroidost.ru/,"Инструмент, Металлы, Отделочные материалы, Сантехническое оборудование, Строительные материалы / конструкции","Герметики / Клеи, Гидроизоляционные материалы, Гипсокартон, ДСП / ДВП / Фанера, Железобетонные изделия, Звукоизоляционные материалы, Измерительный инструмент, Кирпич, Крепёж, Кровельные материалы, Лаки / Краски, Малярный инструмент, Металлоизделия, Металлоконструкции для строительства, Огнеупорные материалы, Перегородки, Песок / Щебень, Пиломатериалы / Лесоматериалы, Погонажные изделия, Сантехника, Слесарно-монтажный инструмент, Строительные блоки, Стройматериалы, Сухие строительные смеси, Сэндвич-панели, Теплоизоляционные материалы, Цемент",,,,,https://t.me/stroymat89,,55.611097,37.449138
70000001028179221,"Stroimaterialytorg, интернет-магазин",Москва,,Москва,Сосенское поселение,"70-й квартал, пав Д15-30",108811,+7 (495) 532‒48‒07,+7‒926‒865‒94‒30,stroimaterialytorgru@yandex.ru,http://stroimaterialytorg.ru,Строительные материалы / конструкции,"Кирпич, Песок / Щебень, Строительные блоки, Сухие строительные смеси, Теплоизоляционные материалы",,,,,,,55.627578,37.437067
70000001028464751,"Главснаб, офис продаж",Москва,,Москва,Кунцево район,"улица Ивана Франко, 41",121351,"+7 (495) 374‒91‒91, 8‒800‒500‒91‒91",,"132@glavsnab.net, 2105@glavsnab.net, 63@glavsnab.net, 77@glavsnab.net, ivan@example.com, ivan@example.ru, m+49140@glavsnab.net, opt132@glavsnab.net, opt77@glavsnab.net",http://glavsnab.net/,"Инструмент, Климатическое оборудование, Книги / Канцелярия, Отделочные материалы, Садово-хозяйственные товары, Сантехническое оборудование, Строительные материалы / конструкции, Химия / Вторсырьё, Электротехника","Вентиляционное / тепловое оборудование, Входные двери, Герметики / Клеи, Гидроизоляционные материалы, Гипсокартон, Грязепоглощающие покрытия, Дезинфицирующие средства, Декоративные отделочные элементы и материалы, ДСП / ДВП / Фанера, Железобетонные изделия, Заборы / Ограждения, Замки / Скобяные изделия, Звукоизоляционные материалы, Канцтовары, Керамическая плитка, Керамогранит, Кирпич, Комплектующие для дверей, Комплектующие для окон, Котельное оборудование, Крепёж, Кровельные материалы, Лаки / Краски, Малярный инструмент, Материалы для дорожного строительства, Межкомнатные двери, Напольные покрытия, Облицовочный камень, Обои, Огнезащитные материалы, Огнеупорные материалы, Окна, Оргстекло / Поликарбонат, Отделочные материалы, Подвесные потолки, Порошковые краски, Садовый инвентарь, Сантехника, Слесарно-монтажный инструмент, Стеновые панели, Строительные блоки, Стройматериалы, Сухие строительные смеси, Сэндвич-панели, Теплоизоляционные материалы, Товары для отопления / водоснабжения / канализации, Тротуарная плитка, Фасадные материалы / конструкции, Хозтовары, Цемент, Электроинструмент, Электронагревательное оборудование, Электротехника",5,434,438,+79255555549,https://t.me/glavsnabnet_bot,https://vk.com/glavsnab_net,55.728221,37.408886
70000001028569000,ТехСтройМаркет,Москва,,Москва,Коньково район,"улица Обручева, 36 к2",117342,+7 (499) 394‒27‒88,+7‒926‒861‒33‒09,,http://www.tehstroimarket.ru,"Отделочные материалы, Строительные материалы / конструкции","Керамогранит, Кирпич, Напольные покрытия, Тротуарная плитка, Фасадные материалы / конструкции",,,,+79268613309,,https://vk.com/public176728096,55.653485,37.541976
70000001029060931,"Дом Кирпича, торговая компания",Москва,,Москва,Восточное Дегунино район,"Дубнинская улица, 83",127591,,+7‒903‒700‒99‒88,info@kirpichhouse.ru,http://kirpichhouse.ru,Строительные материалы / конструкции,"Заборы / Ограждения, Кирпич, Строительные блоки",,,,+79266422770,,https://vk.com/public53732790,55.893681,37.556506
70000001030133170,"Лемана Про, гипермаркет строительных материалов",Москва,,Троицк,Троицк гор. округ,"Калужское шоссе, 60",108828,8‒800‒700‒00‒99,,offer@leroymerlin.ru,"http://lemanapro.ru, http://max.ru/lemanapro, http://t.me/lemanapro","Бытовые услуги, Инструмент, Климатическое оборудование, Материалы для производства мебели, Мебель, Отделочные материалы, Охрана / Безопасность, Предметы интерьера / экстерьера, Промышленное оборудование, Садово-хозяйственные товары, Сантехническое оборудование, Спецмагазины, Средства связи, Строительное оборудование и техника, Строительные материалы / конструкции, Текстиль, Электротехника","Абразивный инструмент, Автоматические ворота / шлагбаумы, Антенны, Бетон / Раствор, Вентиляционное / тепловое оборудование, Входные двери, Герметики / Клеи, Гидроизоляционные материалы, Гипсокартон, Декоративные отделочные элементы и материалы, Деревообрабатывающий инструмент, Домашний текстиль, Домофоны, ДСП / ДВП / Фанера, Жалюзи, Заборы / Ограждения, Замки / Скобяные изделия, Звукоизоляционные материалы, Измерительный инструмент, Интерьерные лестницы, Кабель / Провод, Карнизы, Керамическая плитка, Керамические изделия, Керамогранит, Кирпич, Комплектующие для дверей, Комплектующие для окон, Кондиционеры, Котельное оборудование, Кровельные материалы, Лаки / Краски, ЛДСП / ДВПО / МДФ, Малярный инструмент, Мебель для ванных комнат, Мебель для кухни, Мебельные фасады, Межкомнатные двери, Металлорежущий инструмент, Напольные покрытия, Насосное оборудование, Новогодние товары, Облицовочный камень, Обои, Окна, Оргстекло / Поликарбонат, Отделочные материалы, Охранные системы, Пиломатериалы / Лесоматериалы, Подвесные потолки, Портьерные ткани / Шторы, Пункты приёма, Рольставни, Садово-парковая мебель, Садовый инвентарь, Сантехника, Светотехника, Сейфы, Семена / Посадочный материал, Системы водоотведения, Слесарно-монтажный инструмент, Стекло / Зеркала, Стеновые панели, Строительное оборудование, Строительные блоки, Строительные гипермаркеты, Стройматериалы, Сухие строительные смеси, Теплоизоляционные материалы, Тёплые полы, Товары для отопления / водоснабжения / канализации, Тротуарная плитка, Фасадные материалы / конструкции, Хозтовары, Цемент, Электроизоляционные материалы, Электроинструмент, Электронагревательное оборудование, Электротехника, Электроустановочная продукция, Элементы питания","4,8",64,264,,https://t.me/lemanapro,https://vk.com/lemanapro,55.454378,37.288669
70000001030219263,"Клинкер Пром, торговый дом",Москва,,Москва,Южное Тушино район,"улица Василия Петушкова, 3 к3 ст3",125476,"+7 (495) 223‒38‒71, +7 (495) 788‒77‒02",,"admin@klinkerprom.ru, ivan@gmail.com",http://klinkerprom.ru,"Отделочные материалы, Строительные материалы / конструкции","Кирпич, Кровельные материалы, Облицовочный камень, Теплоизоляционные материалы, Фасадные материалы / конструкции",,,,+79959002333,,https://vk.com/klinkerprom,55.834494,37.399739
70000001030366054,"Мкз, компания",Москва,,Москва,Нижегородский район,"1-я Фрезерная улица, 2/1 к2",109202,+7 (495) 649‒86‒04,,info@mkz.ru,http://mkz.ru,Строительные материалы / конструкции,"Кирпич, Строительные блоки, Стройматериалы, Сухие строительные смеси, Цемент",,,,,,,55.74428,37.73867
70000001030787964,КСМ 495,Москва,,Москва,Южное Тушино район,"улица Свободы, 31 ст1",125362,"+7 (495) 104‒86‒68, +7 (495) 748‒84‒89",+7‒925‒507‒84‒89,ksm495@bk.ru,http://Ksm495.ru,"Отделочные материалы, Строительные материалы / конструкции","Гипсокартон, Кирпич, Стеновые панели, Стройматериалы, Сухие строительные смеси",,,,,https://t.me/kirpich_tandem,,55.837627,37.453815
70000001030957095,"ТоргДомСтрой, компания",Москва,,Москва,Сосенское поселение,"Калужское шоссе 21 километр, 6 ст2",142704,+7 (495) 762‒81‒11,,mail@torgdom-shop.ru,http://torgdom-shop.ru,"Отделочные материалы, Строительные материалы / конструкции","Гипсокартон, Кирпич, Строительные блоки, Стройматериалы, Сухие строительные смеси",,,,,,,55.604101,37.483081
70000001031074005,"Движущая сила, строительная компания",Москва,,Москва,,,,"+7 (495) 135‒23‒53, +7 (495) 135‒26‒67, 8‒800‒700‒09‒05",+7‒903‒668‒04‒83,"cottageplans@cottageplans.ru, info@cottageplans.ru","http://cottageplans.ru, http://rforce.ru","Архитектура / Проектирование / Дизайн, Строительные материалы / конструкции","Архитектурное проектирование, Кирпич, Кровельные материалы",,,,+79036680483,,https://vk.com/cottage_plans,,
